date,Date,Close,Volume,P/S Ratio
2018-01-24,1/24/2018,345.890015,5287500,4.938
2018-01-25,1/25/2018,337.640015,6740300,4.512
2018-01-26,1/26/2018,342.850006,4539400,4.443
2018-01-29,1/29/2018,349.529999,4747100,4.519
2018-01-30,1/30/2018,345.820007,4717700,4.633
2018-01-31,1/31/2018,354.309998,6214100,4.614
2018-02-01,2/1/2018,349.25,4197700,4.782
2018-02-02,2/2/2018,343.75,3704800,4.802
2018-02-05,2/5/2018,333.130005,4464100,4.792
2018-02-06,2/6/2018,333.970001,5088400,4.771
2018-02-07,2/7/2018,345,6969200,4.955
2018-02-08,2/8/2018,315.230011,10314600,5.039
2018-02-09,2/9/2018,310.420013,12933700,5.116
2018-02-12,2/12/2018,315.730011,6227800,5.024
2018-02-13,2/13/2018,323.660004,4560200,4.911
2018-02-14,2/14/2018,322.309998,3950700,4.737
2018-02-15,2/15/2018,334.070007,5912900,4.797
2018-02-16,2/16/2018,335.48999,5642600,4.772
2018-02-20,2/20/2018,334.769989,4009400,4.698
2018-02-21,2/21/2018,333.299988,3219600,4.757
2018-02-22,2/22/2018,346.170013,6969800,4.711
2018-02-23,2/23/2018,352.049988,5817400,4.683
2018-02-26,2/26/2018,357.420013,4340000,4.946
2018-02-27,2/27/2018,350.98999,4797400,4.893
2018-02-28,2/28/2018,343.059998,6069700,4.675
2018-03-01,3/1/2018,330.929993,6885600,4.661
2018-03-02,3/2/2018,335.119995,5092800,4.488
2018-03-05,3/5/2018,333.350006,3823800,4.445
2018-03-06,3/6/2018,328.200012,4285700,4.531
2018-03-07,3/7/2018,332.299988,5007300,4.424
2018-03-08,3/8/2018,329.100006,3566200,4.316
2018-03-09,3/9/2018,327.170013,5506800,4.354
2018-03-12,3/12/2018,345.51001,8264000,3.996
2018-03-13,3/13/2018,341.839996,5965800,3.69
2018-03-14,3/14/2018,326.630005,7967400,3.809
2018-03-15,3/15/2018,325.600006,6564800,3.809
2018-03-16,3/16/2018,321.350006,6117300,3.424
2018-03-19,3/19/2018,313.559998,7484300,3.628
2018-03-20,3/20/2018,310.549988,4764300,3.892
2018-03-21,3/21/2018,316.529999,5958400,4.146
2018-03-22,3/22/2018,309.100006,4939800,4.059
2018-03-23,3/23/2018,301.540009,6654900,3.929
2018-03-26,3/26/2018,304.179993,8375200,4.133
2018-03-27,3/27/2018,279.179993,13872000,4.081
2018-03-28,3/28/2018,257.779999,21001400,3.989
2018-03-29,3/29/2018,266.130005,15170700,4.073
2018-04-02,4/2/2018,252.479996,16114000,3.95
2018-04-03,4/3/2018,267.529999,18844400,3.902
2018-04-04,4/4/2018,286.940002,19896700,3.979
2018-04-05,4/5/2018,305.720001,19121100,4.07
2018-04-06,4/6/2018,299.299988,13520300,3.936
2018-04-09,4/9/2018,289.660004,10249800,3.843
2018-04-10,4/10/2018,304.700012,10989800,3.845
2018-04-11,4/11/2018,300.929993,7482900,3.807
2018-04-12,4/12/2018,294.079987,7608800,3.872
2018-04-13,4/13/2018,300.339996,7327200,3.989
2018-04-16,4/16/2018,291.209991,6338500,3.986
2018-04-17,4/17/2018,287.690002,7000000,4.068
2018-04-18,4/18/2018,293.350006,6557700,4.084
2018-04-19,4/19/2018,300.079987,6090600,3.858
2018-04-20,4/20/2018,290.23999,5627900,3.989
2018-04-23,4/23/2018,283.369995,4893400,4.106
2018-04-24,4/24/2018,283.459991,5685300,4.096
2018-04-25,4/25/2018,280.690002,4013600,4.162
2018-04-26,4/26/2018,285.480011,4356000,4.137
2018-04-27,4/27/2018,294.079987,4364600,4.083
2018-04-30,4/30/2018,293.899994,4228200,3.885
2018-05-01,5/1/2018,299.920013,4625600,3.859
2018-05-02,5/2/2018,301.149994,8970400,3.754
2018-05-03,5/3/2018,284.450012,17352100,3.859
2018-05-04,5/4/2018,294.089996,8569400,3.73
2018-05-07,5/7/2018,302.769989,8678200,3.785
2018-05-08,5/8/2018,301.970001,5930000,3.768
2018-05-09,5/9/2018,306.850006,5727400,3.782
2018-05-10,5/10/2018,305.019989,5651600,3.782
2018-05-11,5/11/2018,301.059998,4679600,3.849
2018-05-14,5/14/2018,291.970001,7286800,3.957
2018-05-15,5/15/2018,284.179993,9519200,3.862
2018-05-16,5/16/2018,286.480011,5674000,3.958
2018-05-17,5/17/2018,284.540009,4420600,4.025
2018-05-18,5/18/2018,276.820007,7251900,3.949
2018-05-21,5/21/2018,284.48999,9182600,4.333
2018-05-22,5/22/2018,275.01001,8945800,3.782
2018-05-23,5/23/2018,279.070007,5953100,3.849
2018-05-24,5/24/2018,277.850006,4193000,3.957
2018-05-25,5/25/2018,278.850006,3875100,3.862
2018-05-29,5/29/2018,283.76001,5651100,3.958
2018-05-30,5/30/2018,291.720001,7489700,4.025
2018-05-31,5/31/2018,284.730011,5919700,3.949
2018-06-01,6/1/2018,291.820007,5411400,4.333
2018-06-04,6/4/2018,296.73999,4767300,4.322
2018-06-05,6/5/2018,291.130005,5995200,4.287
2018-06-06,6/6/2018,319.5,18767300,4.308
2018-06-07,6/7/2018,316.089996,14345300,4.504
2018-06-08,6/8/2018,317.660004,8205200,4.649
2018-06-11,6/11/2018,332.100006,13183500,4.676
2018-06-12,6/12/2018,342.769989,22347400,4.852
2018-06-13,6/13/2018,344.779999,9469800,4.858
2018-06-14,6/14/2018,357.720001,10981000,4.898
2018-06-15,6/15/2018,358.170013,10848300,4.899
2018-06-18,6/18/2018,370.829987,11985600,5.03
2018-06-19,6/19/2018,352.55,12537147,5.125
